frame_id,track_id,bbox0,bbox1,bbox2,bbox3,6,7,8,9,loc_x,loc_y
1005,1289,1575.62,531.65,34.31,55.64,1,-1,-1,-1,1592.7749999999999,587.29
1005,1377,1520.82,530.64,38.43,58.64,1,-1,-1,-1,1540.0349999999999,589.28
1005,1497,1516.57,522.02,32.31,53.52,1,-1,-1,-1,1532.725,575.54
1005,1509,1363.16,462.33,24.88,43.73,1,-1,-1,-1,1375.6000000000001,506.06
1005,1543,804.52,838.63,64.96,119.54,1,-1,-1,-1,837.0,958.17
1005,1565,1802.9,871.17,73.55,122.47,1,-1,-1,-1,1839.6750000000002,993.64
1005,1686,898.1,810.08,67.53,126.06,1,-1,-1,-1,931.865,936.1400000000001
1005,1730,1108.53,467.48,27.83,50.55,1,-1,-1,-1,1122.445,518.03
1005,1738,1006.25,518.0,26.55,54.92,1,-1,-1,-1,1019.525,572.92
1005,1779,1246.22,490.99,32.99,57.46,1,-1,-1,-1,1262.715,548.45
1005,1807,492.86,510.43,31.38,51.95,1,-1,-1,-1,508.55,562.38
1005,1810,928.01,507.16,33.74,60.66,1,-1,-1,-1,944.88,567.82
1005,1840,203.53,595.26,58.58,112.36,1,-1,-1,-1,232.82,707.62
1005,1850,866.0,500.88,31.17,51.78,1,-1,-1,-1,881.585,552.66
1005,1878,1584.2,546.06,25.16,39.44,1,-1,-1,-1,1596.78,585.5
1005,1896,1626.83,493.03,26.98,46.26,1,-1,-1,-1,1640.32,539.29
1005,1920,917.02,469.79,27.59,46.53,1,-1,-1,-1,930.8149999999999,516.32
1005,1929,1607.45,681.46,60.26,115.28,1,-1,-1,-1,1637.5800000000002,796.74
1005,1943,1443.54,570.16,46.34,69.94,1,-1,-1,-1,1466.71,640.0999999999999
1005,1964,1606.37,497.22,30.38,35.03,1,-1,-1,-1,1621.56,532.25
1005,1975,1417.57,565.52,43.34,68.73,1,-1,-1,-1,1439.24,634.25
1005,1983,175.18,741.48,81.18,132.67,1,-1,-1,-1,215.77,874.15
1005,1984,299.39,485.41,32.01,45.38,1,-1,-1,-1,315.395,530.7900000000001
1005,1989,1012.88,458.33,25.82,47.88,1,-1,-1,-1,1025.79,506.21
1005,1995,1865.66,955.18,47.62,104.44,1,-1,-1,-1,1889.47,1059.62
1005,1999,154.5,608.0,57.06,102.89,1,-1,-1,-1,183.03,710.89
1005,2002,44.07,828.08,86.33,148.11,1,-1,-1,-1,87.235,976.19
1005,2005,167.71,621.67,62.1,114.47,1,-1,-1,-1,198.76000000000002,736.14
1006,30,1311.58,466.68,27.77,46.71,1,-1,-1,-1,1325.465,513.39
1006,263,12.4,637.46,25.7,42.82,1,-1,-1,-1,25.25,680.2800000000001
1006,308,1216.46,496.81,38.55,62.24,1,-1,-1,-1,1235.7350000000001,559.05
1006,421,998.42,458.21,24.45,45.82,1,-1,-1,-1,1010.645,504.03
1006,587,822.36,887.61,50.39,97.27,1,-1,-1,-1,847.5550000000001,984.88
1006,719,1688.65,487.17,25.16,38.96,1,-1,-1,-1,1701.23,526.13
1006,805,1379.28,479.61,31.37,49.06,1,-1,-1,-1,1394.965,528.6700000000001
1006,868,1138.87,472.2,27.67,48.67,1,-1,-1,-1,1152.705,520.87
1006,1079,612.37,538.51,32.9,57.9,1,-1,-1,-1,628.82,596.41
1006,1289,1573.29,530.08,34.62,56.94,1,-1,-1,-1,1590.6,587.02
1006,1377,1518.86,531.34,37.73,57.57,1,-1,-1,-1,1537.725,588.9100000000001
1006,1497,1516.5,522.19,34.27,57.09,1,-1,-1,-1,1533.635,579.2800000000001
1006,1509,1363.04,462.04,24.62,43.18,1,-1,-1,-1,1375.35,505.22
1006,1543,807.54,845.53,63.82,117.37,1,-1,-1,-1,839.4499999999999,962.9
1006,1565,1808.55,882.42,73.3,121.75,1,-1,-1,-1,1845.2,1004.17
1006,1613,1749.88,884.04,86.37,123.83,1,-1,-1,-1,1793.065,1007.87
1006,1686,895.17,809.02,67.94,127.71,1,-1,-1,-1,929.14,936.73
1006,1730,1108.92,467.42,26.96,49.1,1,-1,-1,-1,1122.4,516.52
1006,1738,996.89,517.54,28.61,58.33,1,-1,-1,-1,1011.1949999999999,575.87
1006,1779,1258.13,492.24,35.75,61.42,1,-1,-1,-1,1276.005,553.66
1006,1807,491.91,507.67,32.8,54.13,1,-1,-1,-1,508.31,561.8000000000001
1006,1810,929.41,507.45,33.91,61.29,1,-1,-1,-1,946.365,568.74
